,abr_cd,abr_cdi,abr_nm,abr_c,abr_z,cd,ds,url
4605,80195,4201000,ANITA GARIBALDI,N,['0052'],sc,SANTA CATARINA,https://resultados.tse.jus.br/oficial/ele2022/544/dados/sc/sc80195-c0001-e000544-v.json
4606,80217,4201109,ANITÁPOLIS,N,['0067'],sc,SANTA CATARINA,https://resultados.tse.jus.br/oficial/ele2022/544/dados/sc/sc80217-c0001-e000544-v.json
4607,80233,4201208,ANTÔNIO CARLOS,N,['0002'],sc,SANTA CATARINA,https://resultados.tse.jus.br/oficial/ele2022/544/dados/sc/sc80233-c0001-e000544-v.json
4608,80063,4201257,APIÚNA,N,['0015'],sc,SANTA CATARINA,https://resultados.tse.jus.br/oficial/ele2022/544/dados/sc/sc80063-c0001-e000544-v.json
4609,80489,4201273,ARABUTÃ,N,['0090'],sc,SANTA CATARINA,https://resultados.tse.jus.br/oficial/ele2022/544/dados/sc/sc80489-c0001-e000544-v.json
4610,80250,4201307,ARAQUARI,N,['0027'],sc,SANTA CATARINA,https://resultados.tse.jus.br/oficial/ele2022/544/dados/sc/sc80250-c0001-e000544-v.json
4611,80276,4201406,ARARANGUÁ,N,['0001'],sc,SANTA CATARINA,https://resultados.tse.jus.br/oficial/ele2022/544/dados/sc/sc80276-c0001-e000544-v.json
4612,80292,4201505,ARMAZÉM,N,['0099'],sc,SANTA CATARINA,https://resultados.tse.jus.br/oficial/ele2022/544/dados/sc/sc80292-c0001-e000544-v.json
4613,80314,4201604,ARROIO TRINTA,N,['0036'],sc,SANTA CATARINA,https://resultados.tse.jus.br/oficial/ele2022/544/dados/sc/sc80314-c0001-e000544-v.json
4614,80802,4201653,ARVOREDO,N,['0061'],sc,SANTA CATARINA,https://resultados.tse.jus.br/oficial/ele2022/544/dados/sc/sc80802-c0001-e000544-v.json
4615,80330,4201703,ASCURRA,N,['0015'],sc,SANTA CATARINA,https://resultados.tse.jus.br/oficial/ele2022/544/dados/sc/sc80330-c0001-e000544-v.json
4616,80357,4201802,ATALANTA,N,['0057'],sc,SANTA CATARINA,https://resultados.tse.jus.br/oficial/ele2022/544/dados/sc/sc80357-c0001-e000544-v.json
4617,80373,4201901,AURORA,N,['0102'],sc,SANTA CATARINA,https://resultados.tse.jus.br/oficial/ele2022/544/dados/sc/sc80373-c0001-e000544-v.json
4618,81728,4201950,BALNEÁRIO ARROIO DO SILVA,N,['0001'],sc,SANTA CATARINA,https://resultados.tse.jus.br/oficial/ele2022/544/dados/sc/sc81728-c0001-e000544-v.json
4619,80683,4202057,BALNEÁRIO BARRA DO SUL,N,['0027'],sc,SANTA CATARINA,https://resultados.tse.jus.br/oficial/ele2022/544/dados/sc/sc80683-c0001-e000544-v.json
4620,80390,4202008,BALNEÁRIO CAMBORIÚ,N,"['0056', '0103']",sc,SANTA CATARINA,https://resultados.tse.jus.br/oficial/ele2022/544/dados/sc/sc80390-c0001-e000544-v.json
4621,81744,4202073,BALNEÁRIO GAIVOTA,N,['0054'],sc,SANTA CATARINA,https://resultados.tse.jus.br/oficial/ele2022/544/dados/sc/sc81744-c0001-e000544-v.json
4622,82511,4212809,BALNEÁRIO PIÇARRAS,N,['0068'],sc,SANTA CATARINA,https://resultados.tse.jus.br/oficial/ele2022/544/dados/sc/sc82511-c0001-e000544-v.json
4623,83909,4220000,BALNEÁRIO RINCÃO,N,['0079'],sc,SANTA CATARINA,https://resultados.tse.jus.br/oficial/ele2022/544/dados/sc/sc83909-c0001-e000544-v.json
4624,81582,4202081,BANDEIRANTE,N,['0045'],sc,SANTA CATARINA,https://resultados.tse.jus.br/oficial/ele2022/544/dados/sc/sc81582-c0001-e000544-v.json
4625,81760,4202099,BARRA BONITA,N,['0082'],sc,SANTA CATARINA,https://resultados.tse.jus.br/oficial/ele2022/544/dados/sc/sc81760-c0001-e000544-v.json
4626,80411,4202107,BARRA VELHA,N,['0068'],sc,SANTA CATARINA,https://resultados.tse.jus.br/oficial/ele2022/544/dados/sc/sc80411-c0001-e000544-v.json
4627,81221,4202131,BELA VISTA DO TOLDO,N,['0008'],sc,SANTA CATARINA,https://resultados.tse.jus.br/oficial/ele2022/544/dados/sc/sc81221-c0001-e000544-v.json
4628,80748,4202156,BELMONTE,N,['0045'],sc,SANTA CATARINA,https://resultados.tse.jus.br/oficial/ele2022/544/dados/sc/sc80748-c0001-e000544-v.json
4629,80438,4202206,BENEDITO NOVO,N,['0032'],sc,SANTA CATARINA,https://resultados.tse.jus.br/oficial/ele2022/544/dados/sc/sc80438-c0001-e000544-v.json
4630,80454,4202305,BIGUAÇU,N,['0002'],sc,SANTA CATARINA,https://resultados.tse.jus.br/oficial/ele2022/544/dados/sc/sc80454-c0001-e000544-v.json
4631,80470,4202404,BLUMENAU,N,"['0088', '0003']",sc,SANTA CATARINA,https://resultados.tse.jus.br/oficial/ele2022/544/dados/sc/sc80470-c0001-e000544-v.json
4632,81280,4202438,BOCAINA DO SUL,N,['0021'],sc,SANTA CATARINA,https://resultados.tse.jus.br/oficial/ele2022/544/dados/sc/sc81280-c0001-e000544-v.json
4633,83895,4202503,BOM JARDIM DA SERRA,N,['0028'],sc,SANTA CATARINA,https://resultados.tse.jus.br/oficial/ele2022/544/dados/sc/sc83895-c0001-e000544-v.json
4634,81388,4202537,BOM JESUS,N,['0043'],sc,SANTA CATARINA,https://resultados.tse.jus.br/oficial/ele2022/544/dados/sc/sc81388-c0001-e000544-v.json
4635,81469,4202578,BOM JESUS DO OESTE,N,['0083'],sc,SANTA CATARINA,https://resultados.tse.jus.br/oficial/ele2022/544/dados/sc/sc81469-c0001-e000544-v.json
4636,80497,4202602,BOM RETIRO,N,['0004'],sc,SANTA CATARINA,https://resultados.tse.jus.br/oficial/ele2022/544/dados/sc/sc80497-c0001-e000544-v.json
4637,80985,4202453,BOMBINHAS,N,['0031'],sc,SANTA CATARINA,https://resultados.tse.jus.br/oficial/ele2022/544/dados/sc/sc80985-c0001-e000544-v.json
4638,80519,4202701,BOTUVERÁ,N,['0005'],sc,SANTA CATARINA,https://resultados.tse.jus.br/oficial/ele2022/544/dados/sc/sc80519-c0001-e000544-v.json
4639,80535,4202800,BRAÇO DO NORTE,N,['0044'],sc,SANTA CATARINA,https://resultados.tse.jus.br/oficial/ele2022/544/dados/sc/sc80535-c0001-e000544-v.json
4640,80420,4202859,BRAÇO DO TROMBUDO,N,['0057'],sc,SANTA CATARINA,https://resultados.tse.jus.br/oficial/ele2022/544/dados/sc/sc80420-c0001-e000544-v.json
4641,81787,4202875,BRUNÓPOLIS,N,['0007'],sc,SANTA CATARINA,https://resultados.tse.jus.br/oficial/ele2022/544/dados/sc/sc81787-c0001-e000544-v.json
4642,80551,4202909,BRUSQUE,N,"['0086', '0005']",sc,SANTA CATARINA,https://resultados.tse.jus.br/oficial/ele2022/544/dados/sc/sc80551-c0001-e000544-v.json
4643,80594,4203105,CAIBI,N,['0041'],sc,SANTA CATARINA,https://resultados.tse.jus.br/oficial/ele2022/544/dados/sc/sc80594-c0001-e000544-v.json
4644,80667,4203154,CALMON,N,['0006'],sc,SANTA CATARINA,https://resultados.tse.jus.br/oficial/ele2022/544/dados/sc/sc80667-c0001-e000544-v.json
4645,80616,4203204,CAMBORIÚ,N,['0103'],sc,SANTA CATARINA,https://resultados.tse.jus.br/oficial/ele2022/544/dados/sc/sc80616-c0001-e000544-v.json
4646,80632,4203303,CAMPO ALEGRE,N,['0030'],sc,SANTA CATARINA,https://resultados.tse.jus.br/oficial/ele2022/544/dados/sc/sc80632-c0001-e000544-v.json
4647,80659,4203402,CAMPO BELO DO SUL,N,['0052'],sc,SANTA CATARINA,https://resultados.tse.jus.br/oficial/ele2022/544/dados/sc/sc80659-c0001-e000544-v.json
4648,80675,4203501,CAMPO ERÊ,N,['0069'],sc,SANTA CATARINA,https://resultados.tse.jus.br/oficial/ele2022/544/dados/sc/sc80675-c0001-e000544-v.json
4649,80691,4203600,CAMPOS NOVOS,N,['0007'],sc,SANTA CATARINA,https://resultados.tse.jus.br/oficial/ele2022/544/dados/sc/sc80691-c0001-e000544-v.json
4650,80713,4203709,CANELINHA,N,['0031'],sc,SANTA CATARINA,https://resultados.tse.jus.br/oficial/ele2022/544/dados/sc/sc80713-c0001-e000544-v.json
4651,80730,4203808,CANOINHAS,N,['0008'],sc,SANTA CATARINA,https://resultados.tse.jus.br/oficial/ele2022/544/dados/sc/sc80730-c0001-e000544-v.json
4652,80756,4203907,CAPINZAL,N,['0037'],sc,SANTA CATARINA,https://resultados.tse.jus.br/oficial/ele2022/544/dados/sc/sc80756-c0001-e000544-v.json
4653,81027,4203956,CAPIVARI DE BAIXO,N,['0099'],sc,SANTA CATARINA,https://resultados.tse.jus.br/oficial/ele2022/544/dados/sc/sc81027-c0001-e000544-v.json
4654,81248,4203253,CAPÃO ALTO,N,['0104'],sc,SANTA CATARINA,https://resultados.tse.jus.br/oficial/ele2022/544/dados/sc/sc81248-c0001-e000544-v.json
4655,80772,4204004,CATANDUVAS,N,['0018'],sc,SANTA CATARINA,https://resultados.tse.jus.br/oficial/ele2022/544/dados/sc/sc80772-c0001-e000544-v.json
4656,80799,4204103,CAXAMBU DO SUL,N,['0070'],sc,SANTA CATARINA,https://resultados.tse.jus.br/oficial/ele2022/544/dados/sc/sc80799-c0001-e000544-v.json
4657,80578,4203006,CAÇADOR,N,['0006'],sc,SANTA CATARINA,https://resultados.tse.jus.br/oficial/ele2022/544/dados/sc/sc80578-c0001-e000544-v.json
4658,80268,4204152,CELSO RAMOS,N,['0052'],sc,SANTA CATARINA,https://resultados.tse.jus.br/oficial/ele2022/544/dados/sc/sc80268-c0001-e000544-v.json
4659,80381,4204178,CERRO NEGRO,N,['0052'],sc,SANTA CATARINA,https://resultados.tse.jus.br/oficial/ele2022/544/dados/sc/sc80381-c0001-e000544-v.json
4660,81701,4204194,CHAPADÃO DO LAGEADO,N,['0039'],sc,SANTA CATARINA,https://resultados.tse.jus.br/oficial/ele2022/544/dados/sc/sc81701-c0001-e000544-v.json
4661,80810,4204202,CHAPECÓ,N,"['0035', '0094']",sc,SANTA CATARINA,https://resultados.tse.jus.br/oficial/ele2022/544/dados/sc/sc80810-c0001-e000544-v.json
4662,80306,4204251,COCAL DO SUL,N,['0034'],sc,SANTA CATARINA,https://resultados.tse.jus.br/oficial/ele2022/544/dados/sc/sc80306-c0001-e000544-v.json
4663,80837,4204301,CONCÓRDIA,N,"['0009', '0090']",sc,SANTA CATARINA,https://resultados.tse.jus.br/oficial/ele2022/544/dados/sc/sc80837-c0001-e000544-v.json
4664,81043,4204350,CORDILHEIRA ALTA,N,['0035'],sc,SANTA CATARINA,https://resultados.tse.jus.br/oficial/ele2022/544/dados/sc/sc81043-c0001-e000544-v.json
4665,80853,4204400,CORONEL FREITAS,N,['0094'],sc,SANTA CATARINA,https://resultados.tse.jus.br/oficial/ele2022/544/dados/sc/sc80853-c0001-e000544-v.json
4666,81108,4204459,CORONEL MARTINS,N,['0049'],sc,SANTA CATARINA,https://resultados.tse.jus.br/oficial/ele2022/544/dados/sc/sc81108-c0001-e000544-v.json
4667,83950,4204558,CORREIA PINTO,N,['0093'],sc,SANTA CATARINA,https://resultados.tse.jus.br/oficial/ele2022/544/dados/sc/sc83950-c0001-e000544-v.json
4668,80870,4204509,CORUPÁ,N,['0087'],sc,SANTA CATARINA,https://resultados.tse.jus.br/oficial/ele2022/544/dados/sc/sc80870-c0001-e000544-v.json
4669,80896,4204608,CRICIÚMA,N,"['0010', '0092', '0098']",sc,SANTA CATARINA,https://resultados.tse.jus.br/oficial/ele2022/544/dados/sc/sc80896-c0001-e000544-v.json
4670,80918,4204707,CUNHA PORÃ,N,['0083'],sc,SANTA CATARINA,https://resultados.tse.jus.br/oficial/ele2022/544/dados/sc/sc80918-c0001-e000544-v.json
4671,81620,4204756,CUNHATAÍ,N,['0070'],sc,SANTA CATARINA,https://resultados.tse.jus.br/oficial/ele2022/544/dados/sc/sc81620-c0001-e000544-v.json
4672,80934,4204806,CURITIBANOS,N,['0011'],sc,SANTA CATARINA,https://resultados.tse.jus.br/oficial/ele2022/544/dados/sc/sc80934-c0001-e000544-v.json
4673,80950,4204905,DESCANSO,N,['0045'],sc,SANTA CATARINA,https://resultados.tse.jus.br/oficial/ele2022/544/dados/sc/sc80950-c0001-e000544-v.json
4674,80977,4205001,DIONÍSIO CERQUEIRA,N,['0050'],sc,SANTA CATARINA,https://resultados.tse.jus.br/oficial/ele2022/544/dados/sc/sc80977-c0001-e000544-v.json
4675,80993,4205100,DONA EMMA,N,['0014'],sc,SANTA CATARINA,https://resultados.tse.jus.br/oficial/ele2022/544/dados/sc/sc80993-c0001-e000544-v.json
4676,80080,4205159,DOUTOR PEDRINHO,N,['0032'],sc,SANTA CATARINA,https://resultados.tse.jus.br/oficial/ele2022/544/dados/sc/sc80080-c0001-e000544-v.json
4677,81426,4205175,ENTRE RIOS,N,['0048'],sc,SANTA CATARINA,https://resultados.tse.jus.br/oficial/ele2022/544/dados/sc/sc81426-c0001-e000544-v.json
4678,81167,4205191,ERMO,N,['0042'],sc,SANTA CATARINA,https://resultados.tse.jus.br/oficial/ele2022/544/dados/sc/sc81167-c0001-e000544-v.json
4679,81019,4205209,ERVAL VELHO,N,['0085'],sc,SANTA CATARINA,https://resultados.tse.jus.br/oficial/ele2022/544/dados/sc/sc81019-c0001-e000544-v.json
4680,81035,4205308,FAXINAL DOS GUEDES,N,['0043'],sc,SANTA CATARINA,https://resultados.tse.jus.br/oficial/ele2022/544/dados/sc/sc81035-c0001-e000544-v.json
4681,81604,4205357,FLOR DO SERTÃO,N,['0058'],sc,SANTA CATARINA,https://resultados.tse.jus.br/oficial/ele2022/544/dados/sc/sc81604-c0001-e000544-v.json
4682,81051,4205407,FLORIANÓPOLIS,S,"['0013', '0012', '0100']",sc,SANTA CATARINA,https://resultados.tse.jus.br/oficial/ele2022/544/dados/sc/sc81051-c0001-e000544-v.json
4683,80888,4205431,FORMOSA DO SUL,N,['0078'],sc,SANTA CATARINA,https://resultados.tse.jus.br/oficial/ele2022/544/dados/sc/sc80888-c0001-e000544-v.json
4684,81060,4205456,FORQUILHINHA,N,['0098'],sc,SANTA CATARINA,https://resultados.tse.jus.br/oficial/ele2022/544/dados/sc/sc81060-c0001-e000544-v.json
4685,81078,4205506,FRAIBURGO,N,['0077'],sc,SANTA CATARINA,https://resultados.tse.jus.br/oficial/ele2022/544/dados/sc/sc81078-c0001-e000544-v.json
4686,81329,4205555,FREI ROGÉRIO,N,['0011'],sc,SANTA CATARINA,https://resultados.tse.jus.br/oficial/ele2022/544/dados/sc/sc81329-c0001-e000544-v.json
4687,81094,4205605,GALVÃO,N,['0049'],sc,SANTA CATARINA,https://resultados.tse.jus.br/oficial/ele2022/544/dados/sc/sc81094-c0001-e000544-v.json
4688,81132,4205704,GAROPABA,N,['0073'],sc,SANTA CATARINA,https://resultados.tse.jus.br/oficial/ele2022/544/dados/sc/sc81132-c0001-e000544-v.json
4689,81159,4205803,GARUVA,N,['0105'],sc,SANTA CATARINA,https://resultados.tse.jus.br/oficial/ele2022/544/dados/sc/sc81159-c0001-e000544-v.json
4690,81175,4205902,GASPAR,N,['0064'],sc,SANTA CATARINA,https://resultados.tse.jus.br/oficial/ele2022/544/dados/sc/sc81175-c0001-e000544-v.json
4691,81116,4206009,GOVERNADOR CELSO RAMOS,N,['0002'],sc,SANTA CATARINA,https://resultados.tse.jus.br/oficial/ele2022/544/dados/sc/sc81116-c0001-e000544-v.json
4692,81213,4206207,GRAVATAL,N,['0099'],sc,SANTA CATARINA,https://resultados.tse.jus.br/oficial/ele2022/544/dados/sc/sc81213-c0001-e000544-v.json
4693,81191,4206108,GRÃO-PARÁ,N,['0044'],sc,SANTA CATARINA,https://resultados.tse.jus.br/oficial/ele2022/544/dados/sc/sc81191-c0001-e000544-v.json
4694,81230,4206306,GUABIRUBA,N,['0005'],sc,SANTA CATARINA,https://resultados.tse.jus.br/oficial/ele2022/544/dados/sc/sc81230-c0001-e000544-v.json
4695,81256,4206405,GUARACIABA,N,['0082'],sc,SANTA CATARINA,https://resultados.tse.jus.br/oficial/ele2022/544/dados/sc/sc81256-c0001-e000544-v.json
4696,81272,4206504,GUARAMIRIM,N,['0060'],sc,SANTA CATARINA,https://resultados.tse.jus.br/oficial/ele2022/544/dados/sc/sc81272-c0001-e000544-v.json
4697,81299,4206603,GUARUJÁ DO SUL,N,['0050'],sc,SANTA CATARINA,https://resultados.tse.jus.br/oficial/ele2022/544/dados/sc/sc81299-c0001-e000544-v.json
4698,80527,4206652,GUATAMBÚ,N,['0035'],sc,SANTA CATARINA,https://resultados.tse.jus.br/oficial/ele2022/544/dados/sc/sc80527-c0001-e000544-v.json
4699,81310,4206702,HERVAL D&apos;OESTE,N,['0085'],sc,SANTA CATARINA,https://resultados.tse.jus.br/oficial/ele2022/544/dados/sc/sc81310-c0001-e000544-v.json
4700,81400,4206751,IBIAM,N,['0047'],sc,SANTA CATARINA,https://resultados.tse.jus.br/oficial/ele2022/544/dados/sc/sc81400-c0001-e000544-v.json
4701,81337,4206801,IBICARÉ,N,['0047'],sc,SANTA CATARINA,https://resultados.tse.jus.br/oficial/ele2022/544/dados/sc/sc81337-c0001-e000544-v.json
4702,81353,4206900,IBIRAMA,N,['0014'],sc,SANTA CATARINA,https://resultados.tse.jus.br/oficial/ele2022/544/dados/sc/sc81353-c0001-e000544-v.json
4703,81396,4207106,ILHOTA,N,['0064'],sc,SANTA CATARINA,https://resultados.tse.jus.br/oficial/ele2022/544/dados/sc/sc81396-c0001-e000544-v.json
4704,81418,4207205,IMARUÍ,N,['0062'],sc,SANTA CATARINA,https://resultados.tse.jus.br/oficial/ele2022/544/dados/sc/sc81418-c0001-e000544-v.json
4705,81434,4207304,IMBITUBA,N,['0073'],sc,SANTA CATARINA,https://resultados.tse.jus.br/oficial/ele2022/544/dados/sc/sc81434-c0001-e000544-v.json
4706,81450,4207403,IMBUIA,N,['0039'],sc,SANTA CATARINA,https://resultados.tse.jus.br/oficial/ele2022/544/dados/sc/sc81450-c0001-e000544-v.json
4707,81477,4207502,INDAIAL,N,['0015'],sc,SANTA CATARINA,https://resultados.tse.jus.br/oficial/ele2022/544/dados/sc/sc81477-c0001-e000544-v.json
4708,81361,4207577,IOMERÊ,N,['0036'],sc,SANTA CATARINA,https://resultados.tse.jus.br/oficial/ele2022/544/dados/sc/sc81361-c0001-e000544-v.json
4709,81493,4207601,IPIRA,N,['0037'],sc,SANTA CATARINA,https://resultados.tse.jus.br/oficial/ele2022/544/dados/sc/sc81493-c0001-e000544-v.json
4710,80020,4207650,IPORÃ DO OESTE,N,['0065'],sc,SANTA CATARINA,https://resultados.tse.jus.br/oficial/ele2022/544/dados/sc/sc80020-c0001-e000544-v.json
4711,80829,4207684,IPUAÇU,N,['0071'],sc,SANTA CATARINA,https://resultados.tse.jus.br/oficial/ele2022/544/dados/sc/sc80829-c0001-e000544-v.json
4712,81515,4207700,IPUMIRIM,N,['0090'],sc,SANTA CATARINA,https://resultados.tse.jus.br/oficial/ele2022/544/dados/sc/sc81515-c0001-e000544-v.json
4713,80187,4207759,IRACEMINHA,N,['0058'],sc,SANTA CATARINA,https://resultados.tse.jus.br/oficial/ele2022/544/dados/sc/sc80187-c0001-e000544-v.json
4714,81531,4207809,IRANI,N,['0090'],sc,SANTA CATARINA,https://resultados.tse.jus.br/oficial/ele2022/544/dados/sc/sc81531-c0001-e000544-v.json
4715,80861,4207858,IRATI,N,['0078'],sc,SANTA CATARINA,https://resultados.tse.jus.br/oficial/ele2022/544/dados/sc/sc80861-c0001-e000544-v.json
4716,81558,4207908,IRINEÓPOLIS,N,['0025'],sc,SANTA CATARINA,https://resultados.tse.jus.br/oficial/ele2022/544/dados/sc/sc81558-c0001-e000544-v.json
4717,81590,4208104,ITAIÓPOLIS,N,['0038'],sc,SANTA CATARINA,https://resultados.tse.jus.br/oficial/ele2022/544/dados/sc/sc81590-c0001-e000544-v.json
4718,81612,4208203,ITAJAÍ,N,"['0097', '0016']",sc,SANTA CATARINA,https://resultados.tse.jus.br/oficial/ele2022/544/dados/sc/sc81612-c0001-e000544-v.json
4719,81639,4208302,ITAPEMA,N,['0091'],sc,SANTA CATARINA,https://resultados.tse.jus.br/oficial/ele2022/544/dados/sc/sc81639-c0001-e000544-v.json
4720,81655,4208401,ITAPIRANGA,N,['0065'],sc,SANTA CATARINA,https://resultados.tse.jus.br/oficial/ele2022/544/dados/sc/sc81655-c0001-e000544-v.json
4721,81663,4208450,ITAPOÁ,N,['0105'],sc,SANTA CATARINA,https://resultados.tse.jus.br/oficial/ele2022/544/dados/sc/sc81663-c0001-e000544-v.json
4722,81671,4208500,ITUPORANGA,N,['0039'],sc,SANTA CATARINA,https://resultados.tse.jus.br/oficial/ele2022/544/dados/sc/sc81671-c0001-e000544-v.json
4723,81574,4208005,ITÁ,N,['0061'],sc,SANTA CATARINA,https://resultados.tse.jus.br/oficial/ele2022/544/dados/sc/sc81574-c0001-e000544-v.json
4724,81370,4207007,IÇARA,N,['0079'],sc,SANTA CATARINA,https://resultados.tse.jus.br/oficial/ele2022/544/dados/sc/sc81370-c0001-e000544-v.json
4725,81698,4208609,JABORÁ,N,['0018'],sc,SANTA CATARINA,https://resultados.tse.jus.br/oficial/ele2022/544/dados/sc/sc81698-c0001-e000544-v.json
4726,81710,4208708,JACINTO MACHADO,N,['0042'],sc,SANTA CATARINA,https://resultados.tse.jus.br/oficial/ele2022/544/dados/sc/sc81710-c0001-e000544-v.json
4727,81736,4208807,JAGUARUNA,N,['0033'],sc,SANTA CATARINA,https://resultados.tse.jus.br/oficial/ele2022/544/dados/sc/sc81736-c0001-e000544-v.json
4728,81752,4208906,JARAGUÁ DO SUL,N,"['0017', '0087']",sc,SANTA CATARINA,https://resultados.tse.jus.br/oficial/ele2022/544/dados/sc/sc81752-c0001-e000544-v.json
4729,81140,4208955,JARDINÓPOLIS,N,['0078'],sc,SANTA CATARINA,https://resultados.tse.jus.br/oficial/ele2022/544/dados/sc/sc81140-c0001-e000544-v.json
4730,81779,4209003,JOAÇABA,N,['0018'],sc,SANTA CATARINA,https://resultados.tse.jus.br/oficial/ele2022/544/dados/sc/sc81779-c0001-e000544-v.json
4731,81795,4209102,JOINVILLE,N,"['0076', '0019', '0095', '0096', '0105']",sc,SANTA CATARINA,https://resultados.tse.jus.br/oficial/ele2022/544/dados/sc/sc81795-c0001-e000544-v.json
4732,80101,4209151,JOSÉ BOITEUX,N,['0014'],sc,SANTA CATARINA,https://resultados.tse.jus.br/oficial/ele2022/544/dados/sc/sc80101-c0001-e000544-v.json
4733,81540,4209177,JUPIÁ,N,['0049'],sc,SANTA CATARINA,https://resultados.tse.jus.br/oficial/ele2022/544/dados/sc/sc81540-c0001-e000544-v.json
4734,81817,4209201,LACERDÓPOLIS,N,['0085'],sc,SANTA CATARINA,https://resultados.tse.jus.br/oficial/ele2022/544/dados/sc/sc81817-c0001-e000544-v.json
4735,81833,4209300,LAGES,N,"['0093', '0021', '0104']",sc,SANTA CATARINA,https://resultados.tse.jus.br/oficial/ele2022/544/dados/sc/sc81833-c0001-e000544-v.json
4736,81850,4209409,LAGUNA,N,['0020'],sc,SANTA CATARINA,https://resultados.tse.jus.br/oficial/ele2022/544/dados/sc/sc81850-c0001-e000544-v.json
4737,80586,4209458,LAJEADO GRANDE,N,['0048'],sc,SANTA CATARINA,https://resultados.tse.jus.br/oficial/ele2022/544/dados/sc/sc80586-c0001-e000544-v.json
4738,81876,4209508,LAURENTINO,N,['0102'],sc,SANTA CATARINA,https://resultados.tse.jus.br/oficial/ele2022/544/dados/sc/sc81876-c0001-e000544-v.json
4739,81892,4209607,LAURO MÜLLER,N,['0023'],sc,SANTA CATARINA,https://resultados.tse.jus.br/oficial/ele2022/544/dados/sc/sc81892-c0001-e000544-v.json
4740,81914,4209706,LEBON RÉGIS,N,['0077'],sc,SANTA CATARINA,https://resultados.tse.jus.br/oficial/ele2022/544/dados/sc/sc81914-c0001-e000544-v.json
4741,81930,4209805,LEOBERTO LEAL,N,['0039'],sc,SANTA CATARINA,https://resultados.tse.jus.br/oficial/ele2022/544/dados/sc/sc81930-c0001-e000544-v.json
4742,80047,4209854,LINDÓIA DO SUL,N,['0090'],sc,SANTA CATARINA,https://resultados.tse.jus.br/oficial/ele2022/544/dados/sc/sc80047-c0001-e000544-v.json
4743,81957,4209904,LONTRAS,N,['0102'],sc,SANTA CATARINA,https://resultados.tse.jus.br/oficial/ele2022/544/dados/sc/sc81957-c0001-e000544-v.json
4744,81973,4210001,LUIZ ALVES,N,['0106'],sc,SANTA CATARINA,https://resultados.tse.jus.br/oficial/ele2022/544/dados/sc/sc81973-c0001-e000544-v.json
4745,81809,4210035,LUZERNA,N,['0018'],sc,SANTA CATARINA,https://resultados.tse.jus.br/oficial/ele2022/544/dados/sc/sc81809-c0001-e000544-v.json
4746,80900,4210050,MACIEIRA,N,['0006'],sc,SANTA CATARINA,https://resultados.tse.jus.br/oficial/ele2022/544/dados/sc/sc80900-c0001-e000544-v.json
4747,81990,4210100,MAFRA,N,['0022'],sc,SANTA CATARINA,https://resultados.tse.jus.br/oficial/ele2022/544/dados/sc/sc81990-c0001-e000544-v.json
4748,82015,4210209,MAJOR GERCINO,N,['0053'],sc,SANTA CATARINA,https://resultados.tse.jus.br/oficial/ele2022/544/dados/sc/sc82015-c0001-e000544-v.json
4749,82031,4210308,MAJOR VIEIRA,N,['0008'],sc,SANTA CATARINA,https://resultados.tse.jus.br/oficial/ele2022/544/dados/sc/sc82031-c0001-e000544-v.json
4750,83917,4210407,MARACAJÁ,N,['0001'],sc,SANTA CATARINA,https://resultados.tse.jus.br/oficial/ele2022/544/dados/sc/sc83917-c0001-e000544-v.json
4751,82058,4210506,MARAVILHA,N,['0058'],sc,SANTA CATARINA,https://resultados.tse.jus.br/oficial/ele2022/544/dados/sc/sc82058-c0001-e000544-v.json
4752,82066,4210555,MAREMA,N,['0048'],sc,SANTA CATARINA,https://resultados.tse.jus.br/oficial/ele2022/544/dados/sc/sc82066-c0001-e000544-v.json
4753,82074,4210605,MASSARANDUBA,N,['0060'],sc,SANTA CATARINA,https://resultados.tse.jus.br/oficial/ele2022/544/dados/sc/sc82074-c0001-e000544-v.json
4754,82090,4210704,MATOS COSTA,N,['0025'],sc,SANTA CATARINA,https://resultados.tse.jus.br/oficial/ele2022/544/dados/sc/sc82090-c0001-e000544-v.json
4755,82112,4210803,MELEIRO,N,['0042'],sc,SANTA CATARINA,https://resultados.tse.jus.br/oficial/ele2022/544/dados/sc/sc82112-c0001-e000544-v.json
4756,80365,4210852,MIRIM DOCE,N,['0046'],sc,SANTA CATARINA,https://resultados.tse.jus.br/oficial/ele2022/544/dados/sc/sc80365-c0001-e000544-v.json
4757,82139,4210902,MODELO,N,['0083'],sc,SANTA CATARINA,https://resultados.tse.jus.br/oficial/ele2022/544/dados/sc/sc82139-c0001-e000544-v.json
4758,82155,4211009,MONDAÍ,N,['0041'],sc,SANTA CATARINA,https://resultados.tse.jus.br/oficial/ele2022/544/dados/sc/sc82155-c0001-e000544-v.json
4759,80004,4211058,MONTE CARLO,N,['0077'],sc,SANTA CATARINA,https://resultados.tse.jus.br/oficial/ele2022/544/dados/sc/sc80004-c0001-e000544-v.json
4760,82171,4211108,MONTE CASTELO,N,['0081'],sc,SANTA CATARINA,https://resultados.tse.jus.br/oficial/ele2022/544/dados/sc/sc82171-c0001-e000544-v.json
4761,82198,4211207,MORRO DA FUMAÇA,N,['0034'],sc,SANTA CATARINA,https://resultados.tse.jus.br/oficial/ele2022/544/dados/sc/sc82198-c0001-e000544-v.json
